id,number,sex,age,read,antisocial,time
7855,366,0,10.33,46.429,0,3
7855,366,0,12.33,55.952,0,4
7869,367,0,6.58,21.429,0,1
7869,367,0,8.58,38.095,0,2
7869,367,0,10.58,63.095,0,3
7869,367,0,12.58,70.238,0,4
7873,368,1,7.92,53.571,0,1
7873,368,1,9.92,61.905,0,2
7873,368,1,11.92,72.619,0,3
7873,368,1,13.92,94.048,0,4
7875,369,1,6.5,25,0,1
7875,369,1,8.5,65.476,0,2
7875,369,1,10.5,80.952,0,3
7875,369,1,12.5,82.143,0,4
7891,370,0,6.42,21.429,41.667,1
7891,370,0,8.42,42.857,8.333,2
7891,370,0,10.42,.,.,3
7891,370,0,12.42,.,.,4
7904,371,1,7.67,35.714,0,1
7904,371,1,9.67,55.952,0,2
7904,371,1,11.67,.,.,3
7904,371,1,13.67,.,.,4
7905,372,0,7.58,30.952,25,1
7905,372,0,9.58,52.381,66.667,2
7905,372,0,11.58,.,.,3
7905,372,0,13.58,.,.,4
7919,373,1,6.42,21.429,0,1
7919,373,1,8.42,.,0,2
7919,373,1,10.42,.,.,3
7919,373,1,12.42,.,.,4
7938,374,0,6.5,42.857,0,1
7938,374,0,8.5,59.524,16.667,2
7938,374,0,10.5,.,.,3
7938,374,0,12.5,.,.,4
7979,375,0,6.75,35.714,16.667,1
7979,375,0,8.75,.,25,2
7979,375,0,10.75,.,.,3
7979,375,0,12.75,.,.,4
7986,376,1,6.92,20.238,16.667,1
7986,376,1,8.92,25,0,2
7986,376,1,10.92,28.571,0,3
7986,376,1,12.92,40.476,0,4
8006,377,1,6.08,15.476,0,1
8006,377,1,8.08,30.952,16.667,2
8006,377,1,10.08,40.476,8.333,3
8006,377,1,12.08,50,0,4
8031,378,0,7.83,38.095,33.333,1
8031,378,0,9.83,58.333,50,2
8031,378,0,11.83,.,.,3
8031,378,0,13.83,.,.,4
8085,379,0,6.33,20.238,16.667,1
8085,379,0,8.33,44.048,16.667,2
8085,379,0,10.33,59.524,16.667,3
8085,379,0,12.33,77.381,16.667,4
8157,380,0,7.92,41.667,8.333,1
8157,380,0,9.92,55.952,0,2
8157,380,0,11.92,.,.,3
8157,380,0,13.92,.,.,4
8190,381,1,6.75,25,8.333,1
8190,381,1,8.75,55.952,25,2
8190,381,1,10.75,67.857,41.667,3
8190,381,1,12.75,61.905,66.667,4
8239,382,0,8,40.476,8.333,1
8239,382,0,10,54.762,0,2
8239,382,0,12,69.048,8.333,3
8239,382,0,14,76.19,0,4
8274,383,0,7.25,19.048,25,1
8274,383,0,9.25,61.905,16.667,2
8274,383,0,11.25,66.667,33.333,3
8274,383,0,13.25,78.571,25,4
8288,384,1,7.42,25,0,1
8288,384,1,9.42,28.571,0,2
8288,384,1,11.42,40.476,0,3
8288,384,1,13.42,46.429,16.667,4
8335,385,0,6.5,20.238,16.667,1
8335,385,0,8.5,.,.,2
8335,385,0,10.5,.,.,3
8335,385,0,12.5,.,.,4
8361,386,1,7.83,60.714,0,1
8361,386,1,9.83,67.857,16.667,2
8361,386,1,11.83,75,16.667,3
8361,386,1,13.83,89.286,33.333,4
8393,387,1,7.17,30.952,0,1
8393,387,1,9.17,44.048,8.333,2
8393,387,1,11.17,54.762,0,3
8393,387,1,13.17,75,0,4
8423,388,0,7.08,27.381,25,1
8423,388,0,9.08,50,50,2
8423,388,0,11.08,.,.,3
8423,388,0,13.08,.,.,4
8448,389,0,6.5,26.19,16.667,1
8448,389,0,8.5,47.619,33.333,2
8448,389,0,10.5,.,.,3
8448,389,0,12.5,.,.,4
8459,390,1,6.92,26.19,41.667,1
8459,390,1,8.92,39.286,50,2
8459,390,1,10.92,.,.,3
8459,390,1,12.92,.,.,4
8475,391,0,6.17,22.619,0,1
8475,391,0,8.17,50,0,2
8475,391,0,10.17,.,.,3
8475,391,0,12.17,.,.,4
8480,392,1,7.25,33.333,16.667,1
8480,392,1,9.25,50,16.667,2
8480,392,1,11.25,.,.,3
8480,392,1,13.25,.,.,4
8521,393,0,7.67,47.619,25,1
8521,393,0,9.67,61.905,50,2
8521,393,0,11.67,67.857,25,3
8521,393,0,13.67,95.238,25,4
8577,394,0,6.5,25,25,1
8577,394,0,8.5,.,.,2
8577,394,0,10.5,57.143,0,3
8577,394,0,12.5,.,83.333,4
8580,395,0,6,15.476,0,1
8580,395,0,8,.,.,2
8580,395,0,10,44.048,0,3
8580,395,0,12,.,33.333,4
8627,396,1,6.08,19.048,33.333,1
8627,396,1,8.08,29.762,16.667,2
8627,396,1,10.08,30.952,25,3
8627,396,1,12.08,44.048,8.333,4
8705,397,0,6.08,21.429,16.667,1
8705,397,0,8.08,58.333,8.333,2
8705,397,0,10.08,70.238,33.333,3
8705,397,0,12.08,83.333,33.333,4
8807,398,1,6.42,21.429,0,1
8807,398,1,8.42,39.286,0,2
8807,398,1,10.42,52.381,8.333,3
8807,398,1,12.42,72.619,8.333,4
8870,399,0,6,20.238,16.667,1
8870,399,0,8,44.048,8.333,2
8870,399,0,10,65.476,0,3
8870,399,0,12,75,0,4
8915,400,1,7.42,44.048,16.667,1
8915,400,1,9.42,63.095,16.667,2
8915,400,1,11.42,.,.,3
8915,400,1,13.42,.,.,4
8958,401,0,7,28.571,0,1
8958,401,0,9,32.143,16.667,2
8958,401,0,11,.,.,3
8958,401,0,13,.,.,4
9232,402,0,7.17,51.19,33.333,1
9232,402,0,9.17,50,16.667,2
9232,402,0,11.17,.,.,3
9232,402,0,13.17,.,.,4
9286,403,1,6.42,21.429,25,1
9286,403,1,8.42,45.238,33.333,2
9286,403,1,10.42,.,.,3
9286,403,1,12.42,.,.,4
9317,404,1,6,21.429,33.333,1
9317,404,1,8,40.476,50,2
9317,404,1,10,.,.,3
9317,404,1,12,.,.,4
9319,405,1,6,10.714,16.667,1
9319,405,1,8,61.905,41.667,2
9319,405,1,10,.,.,3
9319,405,1,12,.,.,4
